Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6b86e4e1-af6e-f6fb-8678-a32521e74e45,1945-04-05,1947-03-21,999-41-8763,,,,Maryalice613,Kiersten731,Murphy561,,,,white,nonhispanic,F,Fall River  Massachusetts  US,1085 Nolan Flat,Carlisle,Massachusetts,Middlesex County,,00000,42.555116131002876,-71.39010711132717,3208.54,0.00,601541
8f228fa9-4353-7e59-f7ed-23738b3a77cd,1961-03-09,2022-08-18,999-89-9033,S99989145,X47681607X,Mrs.,Vivienne78,Frieda277,Daugherty69,,Kutch271,M,white,nonhispanic,F,Boston  Massachusetts  US,279 Homenick Ville Apt 65,West Stockbridge,Massachusetts,Berkshire County,,00000,42.29588919967344,-73.38394482646896,218889.19,1062604.90,184027
6cd95360-8243-4282-c1e8-dc32a43a0193,2000-02-24,,999-73-1962,S99958241,X53762976X,Ms.,Eulalia351,Dion244,Swaniawski813,,,,white,nonhispanic,F,Boston  Massachusetts  US,1088 Gusikowski Key,Boston,Massachusetts,Suffolk County,25025,02210,42.306512403110794,-71.03634370204676,83256.77,19939.77,145047
7f875f76-a463-5952-4a01-75e6817f4a11,1952-01-22,2024-01-01,999-62-8221,S99954374,X23757013X,Mrs.,Lucile200,,Johns824,,Russel238,M,white,nonhispanic,F,Lynn  Massachusetts  US,266 Boyle Corner,Dartmouth,Massachusetts,Bristol County,,00000,41.539145394671934,-70.9704508647884,328598.41,1593050.68,153426
5979bc72-e403-b8de-de9d-43dc1664455d,1945-04-05,,999-84-8260,S99979985,X11537721X,Mrs.,Olive251,Merrie964,Weimann465,,White193,M,white,nonhispanic,F,Quincy  Massachusetts  US,274 Erdman Trafficway Unit 52,Carlisle,Massachusetts,Middlesex County,,00000,42.53662227934204,-71.37897079481903,48716.57,1488170.02,601541
5b6db2d3-448b-8466-52ec-2093c713d48a,1961-03-09,,999-55-1014,S99999855,X42105199X,Mrs.,Shavon903,Arminda86,Kozey370,,McDermott739,D,white,nonhispanic,F,Wareham  Massachusetts  US,529 Gislason Club,West Stockbridge,Massachusetts,Berkshire County,,00000,42.36125844021451,-73.36985766678654,266583.47,478106.06,184027
8db6bbc9-52d2-e05a-8e23-8395dda29e6b,2000-05-05,2008-05-16,999-82-9064,,,,Cortez851,Dillon740,Walker122,,,,white,hispanic,M,Braintree  Massachusetts  US,309 Hills Flat,Sturbridge,Massachusetts,Worcester County,25027,01507,42.12681258183094,-71.92448555781853,17001.44,18867.46,180286
1847262a-a351-41e4-a0b5-19fb8bd85b44,1941-04-10,,999-68-8900,S99988084,X4302828X,Mrs.,Lorna458,Neda956,Botsford977,,Little434,M,white,nonhispanic,F,Framingham  Massachusetts  US,888 Flatley Hollow Apt 33,Milton,Massachusetts,Norfolk County,25021,02186,42.28190043034839,-71.07994319441919,1035406.71,326592.99,73851
a82663a1-882a-8ee2-be17-03590e30ba88,1952-01-22,,999-54-2326,S99998109,X6434662X,Mrs.,Jennell254,,Balistreri607,,Wisozk929,W,white,nonhispanic,F,Haverhill  Massachusetts  US,875 Will Throughway,Dartmouth,Massachusetts,Bristol County,,00000,41.56947955763223,-70.91814898800857,468922.13,1263762.02,153426
207cd582-738b-2521-5228-24aa3ee61f1b,2002-03-17,,999-37-2056,S99966893,X780034X,Mr.,Huey641,Michal596,Stark857,,,,white,nonhispanic,M,Fairhaven  Massachusetts  US,600 Emard Throughway,Lynnfield,Massachusetts,Essex County,25009,01940,42.571690767214164,-70.98850425061961,50025.25,17004.70,115399
4dc4c955-5f33-7df3-b749-55aa5b8f1d64,2000-05-05,,999-76-9294,S99957886,X64989100X,Mr.,Brent147,Kent912,Rolfson709,,,,white,hispanic,M,Revere  Massachusetts  US,813 Hintz Common Apt 67,Sturbridge,Massachusetts,Worcester County,25027,01507,42.13884974487433,-71.94899674858243,83858.89,688983.91,180286
2d5f00d2-2baf-a6d0-b607-ded452216250,1975-09-20,,999-53-5194,S99993718,X2613110X,Ms.,Josefina523,María José279,Casares724,,,S,white,hispanic,F,Panama City  Panama  PA,984 Hermann Green,Agawam,Massachusetts,Hampden County,25013,01001,42.06638629875254,-72.662188708975,423934.36,485000.03,35515
d2835e6b-278a-1d74-8c09-df106c2256b6,2008-03-14,,999-66-5501,S99974086,,,Bennie663,Markus389,Herman763,,,,white,nonhispanic,M,Newton  Massachusetts  US,777 Orn Knoll Unit 90,Abington,Massachusetts,Plymouth County,25023,02351,42.12320145599429,-70.9255831690857,3107.42,51706.94,16952
6d384578-638f-1ad3-26b4-480b18ded1ba,1997-11-07,,999-32-7812,S99931666,X33246644X,Ms.,Raelene218,Arletha291,Kutch271,,,,white,nonhispanic,F,Nantucket  Massachusetts  US,311 Konopelski Viaduct Suite 7,Lynn,Massachusetts,Essex County,25009,01901,42.44990329046633,-70.94140872895449,79263.69,15286.90,63977
eaef3a41-ba75-cb6b-8b3f-03bba7960c51,2020-03-15,,999-64-8104,,,,Oliva247,,Conn188,,,,white,nonhispanic,F,Milan  Lombardy  IT,1030 Nitzsche View,Winchester,Massachusetts,Middlesex County,25017,01890,42.44212427165677,-71.14585753862056,7157.23,6631.29,95409
6382c9a6-bb1f-c3e8-9fa1-98e97c044ef6,1977-06-11,,999-64-4680,S99968325,X20665818X,Ms.,Maire384,,Lemke654,,,S,white,nonhispanic,F,Marshfield  Massachusetts  US,1054 Cummings Avenue Unit 98,Chelmsford,Massachusetts,Middlesex County,,00000,42.62496006748779,-71.3846800690903,201764.96,262298.23,175402
9e5b24ea-53e7-9be2-ae26-01641e52aa7d,2001-01-12,,999-48-8622,S99969787,X65545128X,Ms.,Minta575,Willie882,Nitzsche158,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,1014 Miller Fort Unit 46,Attleboro,Massachusetts,Bristol County,25005,02703,41.85546032966234,-71.34666253714022,45253.62,38397.20,64032
7dba7dff-ce03-db53-cd38-68736538acbe,2004-07-12,,999-60-6711,S99980906,X18605994X,Mr.,Gabriel934,Vernon254,Kessler503,,,,white,nonhispanic,M,Danvers  Massachusetts  US,672 Durgan Station,Brockton,Massachusetts,Plymouth County,25023,02351,42.07374898120147,-71.04190001900946,36057.37,32322.95,69393
7e4e8c52-e469-3aee-62dc-a9150095b310,1968-01-16,,999-55-7257,S99971364,X79842379X,Mrs.,Ginny287,Cindi877,Smitham825,,Heathcote539,M,white,hispanic,F,Dedham  Massachusetts  US,1035 Eichmann Row,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.43084189519953,-73.2744738423605,22390.67,1642018.78,18933
daaa1233-9eb4-9ef5-e0e9-fcb7857f8083,1985-05-06,,999-85-2151,S99930988,X49440215X,Mr.,Clay913,Brenton674,Kling921,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,656 Kulas Bridge Apt 42,Westwood,Massachusetts,Norfolk County,,00000,42.24701056358006,-71.23838101293822,117311.88,2337.14,111424
9b235568-18f7-b434-d0d6-a34b906b58a0,1957-03-16,2019-05-16,999-69-4382,S99961616,X51794108X,Mrs.,Roselyn270,Nicolasa738,DuBuque211,,Volkman526,M,white,nonhispanic,F,White Island Shores  Massachusetts  US,510 Raynor Pathway,Bourne,Massachusetts,Barnstable County,25001,02532,41.72102548478368,-70.61589568916385,696350.08,989942.77,44682
4e14e32f-4365-5f69-b58c-8aa08ce1e6da,1960-07-26,,999-25-2615,S99943823,X39330737X,Mrs.,Magnolia736,Lelia627,Adams676,,Fritsch593,M,white,nonhispanic,F,Melrose  Massachusetts  US,194 Pouros Route Apt 14,Stow,Massachusetts,Middlesex County,,00000,42.4300852655085,-71.55715975903213,101894.46,115844.74,191283
55826370-6bca-7f94-e93a-b25b99c48e94,1998-07-04,,999-22-9308,S99969766,X18422703X,Ms.,Oscar384,Carman694,Kuvalis369,,,,white,nonhispanic,F,Malden  Massachusetts  US,712 Kuvalis Manor,Middleborough,Massachusetts,Plymouth County,,00000,41.89319526091807,-70.85574482895655,81951.45,78285.36,68796
4e8cb86c-d6e3-4e9a-0534-66890d46a17c,2023-07-23,,999-38-6496,,,,Allen322,,Schoen8,,,,black,nonhispanic,F,Buzzards Bay  Massachusetts  US,220 Morissette Trail,Boston,Massachusetts,Suffolk County,25025,02199,42.34899629128956,-71.05140623548135,330.26,5804.61,1013
42eb3cc2-b73c-d0a9-f914-2387925efee7,1975-10-09,,999-32-6752,S99923150,X35886140X,Ms.,Shaunna800,Ethelene252,Hoppe518,PhD,,S,white,nonhispanic,F,Lawrence  Massachusetts  US,824 Crist Station,Somerville,Massachusetts,Middlesex County,25017,02144,42.42585062686027,-71.13932553263258,136273.09,26286.67,54076
b946c153-cfef-bc9b-1730-609b88e50717,2002-09-16,,999-58-8690,S99973806,X35895404X,Ms.,Lezlie553,,Jast432,,,,white,nonhispanic,F,Greenfield  Massachusetts  US,898 Runolfsson Lane Unit 75,Barnstable,Massachusetts,Barnstable County,25001,02635,41.73197399731551,-70.34589140879311,4000.16,216087.97,17513
a8512487-e605-4230-995a-55d1828a02e1,1957-03-16,,999-50-1440,S99964731,X27072027X,Mrs.,Nona876,Adah626,O'Connell601,,Schmeler639,D,white,nonhispanic,F,North Attleborough  Massachusetts  US,418 Cronin Village,Bourne,Massachusetts,Barnstable County,25001,02532,41.68940841196407,-70.54217595026387,443151.62,72075.58,44682
07803a2b-e6b4-e5e0-dcba-f67db249a23e,1986-04-24,,999-12-3604,S99956255,X5037560X,Mr.,Deangelo7,Quentin28,Price929,,,D,black,nonhispanic,M,Wakefield  Massachusetts  US,428 Robel View Unit 65,New Bedford,Massachusetts,Bristol County,25005,02745,41.53581507458216,-70.94811595626223,75391.52,90448.43,116708
d35884eb-5da3-517d-5c83-5d0b6c0e4d00,2013-06-15,,999-30-8841,,,,Orville751,Irving123,DuBuque211,,,,white,nonhispanic,M,Williamstown  Massachusetts  US,274 Ziemann Terrace Apt 34,Dighton,Massachusetts,Bristol County,,00000,41.81585368233761,-71.13243469872319,35899.19,5136.61,708640
e8a74166-bf69-637e-eb9c-970bbccd328e,1991-12-13,,999-25-5303,S99962957,X24128906X,Mr.,Marlon619,Thaddeus38,Jacobson885,,,M,white,nonhispanic,M,Boston  Massachusetts  US,252 Muller Ville Suite 61,Holliston,Massachusetts,Middlesex County,,00000,42.16099812393061,-71.49376029926658,68024.77,1777.04,171939
ba8d1b1e-bc80-f085-a02a-f4885ddf338f,1983-05-20,,999-98-1280,S99927030,X10657245X,Ms.,Lia388,Ara96,Armstrong51,,,S,white,nonhispanic,F,Belchertown  Massachusetts  US,149 Prosacco Bridge Unit 27,Newton,Massachusetts,Middlesex County,25017,02465,42.34065701760737,-71.21949200764004,318309.38,404328.97,71333
ee6cba10-7bc0-b42c-eca8-8252d8be02e0,1986-07-04,,999-54-7494,S99952942,X3534096X,Mrs.,Lisette854,,Mann644,,McDermott739,D,asian,nonhispanic,F,Arlington  Massachusetts  US,999 Nicolas Fort Apt 34,Boston,Massachusetts,Suffolk County,25025,02113,42.33073410884159,-71.01497069988649,180714.74,508445.97,96089
8c7d1c24-3bb1-6e3e-7e52-f4747c7af989,2006-01-10,,999-46-7346,S99952381,,Mr.,Raymundo71,,Weissnat378,,,,white,nonhispanic,M,Brockton  Massachusetts  US,423 Runolfsson Mission,Brockton,Massachusetts,Plymouth County,25023,02351,42.09610710755573,-71.04156498781465,14500.07,43383.60,162890
7f4b881a-7f24-a2fa-f2c6-9d07fdf67bfc,1982-02-10,,999-49-3625,S99951485,X61033484X,Mrs.,Lashanda692,Sam879,MacGyver246,,Huel628,M,black,nonhispanic,F,Templeton  Massachusetts  US,242 Kilback Hollow Unit 15,Plymouth,Massachusetts,Plymouth County,25023,02360,41.88065914751279,-70.60720292143557,190776.76,166021.24,35652
7b15b5fd-5be4-5008-9f26-b2f05a04fa3f,1962-05-20,2009-04-03,999-36-1892,S99929617,X47702599X,Mr.,Brain142,Sandy901,Lehner980,,,S,white,nonhispanic,M,Berkley  Massachusetts  US,562 Reichel Glen Suite 84,Quincy,Massachusetts,Norfolk County,25021,02186,42.26102107354897,-71.04441468198138,149542.85,117786.64,57521
6281014c-d4d7-13d4-893d-5c154d2ed7c4,1989-05-21,,999-86-3990,S99959590,X64828287X,Ms.,Thomasine260,Alane21,Ward668,,,S,white,nonhispanic,F,Marblehead  Massachusetts  US,651 Rau Spur,Weston,Massachusetts,Middlesex County,,00000,42.37758922004229,-71.31950640419667,27001.33,708086.17,765
7764977b-3c51-8a45-e636-d530fc2aef10,1968-02-20,,999-11-5309,S99985363,X43652536X,Mrs.,Yanira774,Hyun970,Hegmann834,,Harris789,M,white,nonhispanic,F,Sheffield  Massachusetts  US,335 Crooks Heights,Auburn,Massachusetts,Worcester County,,00000,42.15985959635164,-71.83549788111787,248657.08,554546.61,30839
bfdfccd5-288f-d6f8-bccb-91d2d6e4781d,2018-11-09,,999-26-3596,,,,Miles206,Ralph813,Dickinson688,,,,white,nonhispanic,M,Burlington  Massachusetts  US,350 Tremblay Boulevard,Wilmington,Massachusetts,Middlesex County,25017,01887,42.527323096172466,-71.1828372027894,14077.85,2335.80,64985
5f39e186-555e-5909-c581-13350591023b,1962-05-20,,999-48-7974,S99981940,X65848941X,Mr.,Ezequiel972,Porter490,Bauch723,,,D,white,nonhispanic,M,Norwood  Massachusetts  US,1037 Toy Road,Quincy,Massachusetts,Norfolk County,25021,02169,42.24209358270541,-71.03108520157957,190184.24,11557.94,57521
c9c3d248-e4a4-71ba-81ec-804b48d21272,1947-03-11,2023-03-02,999-11-8433,S99987407,X60665480X,Mrs.,Brittani427,Daniele610,Dicki44,,Cronin387,D,asian,nonhispanic,F,Boston  Massachusetts  US,636 Hamill Mill Unit 49,Amesbury,Massachusetts,Essex County,25009,01913,42.83148073205368,-70.91502552706166,359722.72,888100.53,45527
2598ed65-ab04-70dc-73e5-6c48c3941691,1962-12-18,,999-91-9577,S99968927,X33426550X,Mr.,Robert854,,Boyer713,,,D,white,nonhispanic,M,Hadley  Massachusetts  US,964 Rice Byway Apt 45,Hardwick,Massachusetts,Worcester County,,00000,42.37643256863222,-72.22010880427467,162902.10,27026.10,173170
c1951181-a528-d569-b7f4-5a75435796f1,1987-05-26,,999-82-4953,S99927609,X4283507X,Mr.,Desmond566,Bertram873,Stehr398,,,M,white,nonhispanic,M,Boston  Massachusetts  US,602 Koss Fork Unit 96,Somerset,Massachusetts,Bristol County,25005,02726,41.77980216922245,-71.17269368962255,9740.04,153954.10,11649
254eaacf-b628-aee2-7ea0-8a806031a483,1985-11-01,,999-47-5694,S99924409,X52518426X,Mr.,Jewel43,Perry780,Brown30,,,M,white,nonhispanic,M,Watertown  Massachusetts  US,452 Zulauf Orchard,Quincy,Massachusetts,Norfolk County,25021,02169,42.22449685213992,-71.04201864172872,123360.67,25781.42,161311
0bec46ac-6e54-27aa-ed39-89e1dabd6dc7,1961-06-25,,999-71-8531,S99935340,X25914605X,Ms.,Alita891,Sigrid676,Zieme486,JD,,S,white,nonhispanic,F,Fall River  Massachusetts  US,700 Buckridge Haven Unit 10,North Pembroke,Massachusetts,Plymouth County,25023,02358,42.13167036416968,-70.80018887635359,1021746.91,737468.72,51429
71e649b9-290c-f022-357c-d89cc69b6351,1953-04-30,1955-05-13,999-35-3751,,,,Armand155,Bryan958,Hane680,,,,white,nonhispanic,M,Springfield  Massachusetts  US,699 Kuhic Ville,Boston,Massachusetts,Suffolk County,25025,02151,42.40180486915837,-71.08788882241454,6773.41,19165.85,141875
db11e4a2-bb0f-f0b4-276b-7c7b1b9f2657,1947-03-11,2006-04-24,999-97-9403,S99970151,X73715789X,Mrs.,Noelle559,Chan58,Bergstrom287,,Reinger292,M,asian,nonhispanic,F,Middleborough  Massachusetts  US,223 Rath Lane,Amesbury,Massachusetts,Essex County,25009,01913,42.84698014411675,-70.96613221958327,745354.79,105840.08,45527
26680f2e-d56d-1abb-448a-d030925bcb8d,1967-11-07,,999-46-4795,S99975065,X83701743X,Mr.,Christian753,Aldo414,Langosh790,,,M,white,nonhispanic,M,North Attleborough  Massachusetts  US,802 Torp Fort Suite 75,Malden,Massachusetts,Middlesex County,25017,02155,42.41578086524239,-71.01228203115402,10108.02,186681.14,16337
7415409a-6605-b667-9eb8-761e03caeeb2,1953-04-30,,999-29-9054,S99925073,X24244523X,Mr.,Walker122,Olin642,Waters156,,,M,white,nonhispanic,M,Boston  Massachusetts  US,391 Douglas Flat,Boston,Massachusetts,Suffolk County,25025,02152,42.34978619075636,-71.05179934916163,171043.41,71615.28,141875
81a23963-fb96-2f9f-5bd2-f053681c7291,1960-11-19,,999-96-9198,S99978417,X22838496X,Mr.,Ernest565,Glen190,Zemlak964,,,M,white,nonhispanic,M,Braintree  Massachusetts  US,788 Hermann Crossroad Apt 46,Attleboro,Massachusetts,Bristol County,25005,02703,41.88781677029572,-71.37056488543905,168073.90,42452.80,141933
1df600b7-e8a4-55ee-dc65-74f3b6484ec7,1942-10-13,1990-01-04,999-12-9071,S99915035,X73486263X,Mr.,Robt687,Marc757,Monahan736,,,S,white,nonhispanic,M,Malden  Massachusetts  US,806 Schaden Highlands Suite 22,Malden,Massachusetts,Middlesex County,25017,02155,42.37489534923084,-71.10889853560565,8237.70,95956.44,2394
39ca848c-521f-28ad-1339-1ccad626f642,1947-03-11,,999-96-1124,S99970455,X40084401X,Mrs.,January966,Aletha771,Legros616,,Conn188,D,asian,nonhispanic,F,Weymouth  Massachusetts  US,1099 Mante Path,Amesbury,Massachusetts,Essex County,25009,01913,42.88853382698131,-70.9999356286675,748636.52,946032.00,45527
dcf2d8bc-d19e-208e-70ef-7a494dcc5aca,1942-10-13,1987-09-06,999-43-2540,S99926979,X13397701X,Mr.,Mike230,Laverne101,Braun514,,,M,white,nonhispanic,M,Ludlow  Massachusetts  US,352 Schumm Key Apt 28,Malden,Massachusetts,Middlesex County,25017,02148,42.44583571070877,-71.10921344075838,16540.50,127739.66,2394
b04c9f2a-7832-6ce8-0ca5-ebd517177cd9,1947-09-29,,999-75-1376,S99978536,X82681070X,Mr.,Clement78,Ellis535,Nikolaus26,,,W,white,nonhispanic,M,Worcester  Massachusetts  US,183 Johnson Corner,Melrose,Massachusetts,Middlesex County,25017,02176,42.49250434501088,-71.08105915703307,99639.81,1507510.27,78873
1083d43c-f688-f5d4-e69b-0cfb6c65adb5,2018-06-06,,999-79-9960,,,,Isaias604,Dave764,Koch169,,,,white,nonhispanic,M,Boston  Massachusetts  US,651 Lang Flat Suite 91,Brockton,Massachusetts,Plymouth County,25023,02302,42.106509489799976,-71.03464687168824,11655.95,4341.22,59661
8c799a36-13e2-2678-f4cb-2eaa61a05434,1947-08-28,1951-11-14,999-85-4925,,,,Juan88,Elnora999,Pagac496,,,,white,nonhispanic,F,Lowell  Massachusetts  US,571 Schiller Avenue,Sandwich,Massachusetts,Barnstable County,25001,02563,41.67902397603863,-70.4991229410033,45281.08,353991.74,147162
f79395bd-f456-2b57-a24e-b416b6ebf84c,1987-11-24,,999-15-9428,S99982182,X77670387X,Mr.,Gene733,Kasey569,Kuhn96,,,D,asian,nonhispanic,M,Daegu  Daegu  KR,1081 Prosacco Tunnel Apt 58,Boston,Massachusetts,Suffolk County,25025,02110,42.33233448279081,-71.10093701521767,7267.00,100709.61,12218
7a134036-0326-e92f-2326-cbdf5171a499,1962-09-27,,999-28-1737,S99985239,X76392443X,Mr.,Jacques50,Nolan344,Beahan375,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,1008 Hessel Ramp Unit 76,Worcester,Massachusetts,Worcester County,25027,01602,42.26003696374702,-71.8092172639869,247510.22,82006.07,84087
4cb5fed9-7290-4b55-4e9c-306156b64156,1942-10-13,,999-80-1559,S99987807,X41381245X,Mr.,Ward668,Bert917,Roob72,,,M,white,nonhispanic,M,Mattapoisett Center  Massachusetts  US,205 Steuber Mill,Malden,Massachusetts,Middlesex County,25017,02155,42.42803986550325,-71.12176886797543,17366.20,431905.16,2394
545e4dd8-1dd2-6aa8-1c6b-fb979cce4d8f,2000-08-09,,999-70-3566,S99931963,X45103067X,Mr.,Harris789,Saul605,D'Amore443,,,,white,nonhispanic,M,Lowell  Massachusetts  US,269 Abernathy Annex Apt 25,Quincy,Massachusetts,Norfolk County,25021,02170,42.33456058132516,-71.0479313049468,62508.76,963.28,148427
e88e3d46-23aa-da3c-681f-db01d10f18f4,2003-06-09,,999-34-2486,S99994907,X89094155X,Ms.,Lyndia317,Danyell947,Armstrong51,,,,white,nonhispanic,F,Shrewsbury  Massachusetts  US,333 Schmitt Underpass Unit 48,Lynn,Massachusetts,Essex County,25009,01906,42.45055249646318,-70.9397810416205,46759.64,158225.38,30036
c30d5ba4-0fa5-5aa9-dc8a-f5ca48e03217,1977-11-01,,999-91-5303,S99926520,X85770332X,Mrs.,Bonita405,Stacia109,Adams676,,Streich926,M,white,nonhispanic,F,Marshfield  Massachusetts  US,366 Mayert Ramp Apt 48,Bridgewater,Massachusetts,Plymouth County,25023,02324,42.01254971406104,-70.93598088415328,149629.58,759792.07,894733
3beccc43-fb97-cfc4-94ae-d5a70f2021ce,1947-08-28,,999-95-4956,S99961826,X46745101X,Mrs.,Cassandra224,Margarita164,Monahan736,,Johns824,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,799 Rippin Rapid Unit 2,Sandwich,Massachusetts,Barnstable County,25001,02563,41.709074885802416,-70.53195856765592,447250.05,884633.37,147162
a6b2fab8-8b89-b8ae-1f49-3aa1d8f398dd,2001-02-04,,999-38-1567,S99974548,X56580507X,Mr.,Maximo817,,Swaniawski813,,,,black,nonhispanic,M,Longmeadow  Massachusetts  US,660 Hudson Union,Lawrence,Massachusetts,Essex County,25009,01840,42.66196396124083,-71.14521322804238,6925.16,90923.40,11589
b6395f39-79de-6f11-2ed4-05d4d75287e3,2010-06-01,,999-98-5054,,,,Kelley882,Monty345,Treutel973,,,,white,nonhispanic,M,Sharon  Massachusetts  US,664 Maggio Ranch Suite 29,Norton Center,Massachusetts,Bristol County,,00000,42.020983979694776,-71.19658804056905,43419.43,6621.98,89547
c5433129-544a-8e96-f438-4401e18097e1,1998-08-01,,999-54-9228,S99967147,X47055417X,Ms.,Helen432,Kirsten270,Macejkovic424,,,,white,nonhispanic,F,Brockton  Massachusetts  US,965 Mayert Trafficway Apt 86,Brockton,Massachusetts,Plymouth County,25023,02302,42.11936282311094,-70.94100022697765,9034.78,794163.87,21979
a6271bd9-6d78-6819-6df6-c2099d9ed9c5,1970-04-01,,999-70-2916,S99958915,X87060880X,Mrs.,Yasmin241,Lisa683,Cassin499,,O'Conner199,M,white,nonhispanic,F,Webster  Massachusetts  US,207 Oberbrunner Avenue,Bedford,Massachusetts,Middlesex County,25017,01730,42.522957635165746,-71.32687973604587,243235.49,181706.84,134990
